Author,File Name,Number of Edits,Author Edits/Commits on the file 
sorokh,core/src/main/resources/hudson/maven/MavenBuild/actions_nl.properties,1,1
sorokh,core/src/main/resources/hudson/maven/MavenModuleSet/actions_nl.properties,1,1
sorokh,core/src/main/resources/hudson/maven/MavenProbeAction/envVars_nl.properties,1,1
sorokh,core/src/main/resources/hudson/maven/MavenProbeAction/systemProperties_nl.properties,1,1
sorokh,core/src/main/resources/hudson/maven/MavenProbeAction/threads_nl.properties,1,1
sorokh,core/src/main/resources/hudson/maven/RedeployPublisher/config_nl.properties,1,1
sorokh,core/src/main/resources/hudson/model/AbstractBuild/changes_nl.properties,1,1
sorokh,core/src/main/resources/hudson/model/AbstractItem/configure-common_nl.properties,1,1
sorokh,core/src/main/resources/hudson/model/AbstractProject/changes_nl.properties,1,1
sorokh,core/src/main/resources/hudson/model/ComputerSet/sidepanel_nl.properties,1,1
sorokh,core/src/main/resources/hudson/model/DirectoryBrowserSupport/dir_nl.properties,1,1
sorokh,core/src/main/resources/hudson/model/Hudson/newView_nl.properties,1,1
sorokh,core/src/main/resources/hudson/model/Run/delete_nl.properties,1,1
sorokh,core/src/main/resources/hudson/model/TaskAction/log_nl.properties,1,1
sorokh,core/src/main/resources/hudson/model/View/builds_nl.properties,1,1
sorokh,core/src/main/resources/hudson/model/View/index_nl.properties,1,1
sorokh,core/src/main/resources/hudson/scm/AbstractScmTagAction/inProgress_nl.properties,1,1
sorokh,core/src/main/resources/hudson/scm/CVSChangeLogSet/digest_nl.properties,1,1
sorokh,core/src/main/resources/hudson/scm/CVSChangeLogSet/index_nl.properties,1,1
sorokh,core/src/main/resources/hudson/scm/SubversionChangeLogSet/digest_nl.properties,1,1
sorokh,core/src/main/resources/hudson/security/HudsonPrivateSecurityRealm/loginLink_nl.properties,1,1
sorokh,core/src/main/resources/hudson/security/SecurityRealm/loginLink_nl.properties,1,1
sorokh,core/src/main/resources/hudson/tasks/JavadocArchiver/config_nl.properties,1,1
sorokh,core/src/main/resources/hudson/tasks/test/AbstractTestResultAction/summary_nl.properties,1,1
sorokh,core/src/main/resources/hudson/triggers/SCMTrigger/config_nl.properties,1,1
sorokh,core/src/main/resources/hudson/triggers/TimerTrigger/config_nl.properties,1,1
sorokh,core/src/main/resources/hudson/widgets/Messages_nl.properties,1,1
sorokh,core/src/main/resources/lib/form/advanced_nl.properties,1,1
sorokh,core/src/main/resources/lib/form/repeatableDeleteButton_nl.properties,1,1
sorokh,core/src/main/resources/lib/form/repeatable_nl.properties,1,1
sorokh,core/src/main/resources/lib/hudson/buildProgressBar_nl.properties,1,1
sorokh,core/src/main/resources/lib/hudson/node_nl.properties,1,1
sorokh,core/src/main/resources/lib/hudson/project/build-permalink_nl.properties,1,1
sorokh,core/src/main/resources/lib/hudson/project/config-buildWrappers_nl.properties,1,1
sorokh,core/src/main/resources/lib/hudson/project/config-publishers_nl.properties,1,1
sorokh,core/src/main/resources/lib/hudson/project/config-scm_nl.properties,1,1
sorokh,core/src/main/resources/lib/hudson/project/config-trigger_nl.properties,1,1
sorokh,core/src/main/resources/lib/hudson/rssBar-with-iconSize_nl.properties,1,1
stephenconnolly,core/src/main/java/hudson/scm/RepositoryBrowsers.java,1,1
stephenconnolly,core/src/main/java/hudson/triggers/Trigger.java,1,2
stephenconnolly,core/src/main/resources/hudson/tasks/test/Messages_ja.properties,1,1
swiest,core/src/main/java/hudson/model/BallColor.java,1,1
swiest,core/src/main/resources/hudson/PluginManager/sidepanel_de.properties,1,1
swiest,core/src/main/resources/hudson/matrix/MatrixProject/index_de.properties,1,2
swiest,core/src/main/resources/hudson/maven/MavenBuild/actions_de.properties,1,1
swiest,core/src/main/resources/hudson/maven/MavenModuleSet/modules_de.properties,1,1
swiest,core/src/main/resources/hudson/maven/MavenProbeAction/envVars_de.properties,1,1
swiest,core/src/main/resources/hudson/maven/MavenProbeAction/systemProperties_de.properties,1,1
swiest,core/src/main/resources/hudson/maven/MavenProbeAction/threads_de.properties,1,1
swiest,core/src/main/resources/hudson/maven/RedeployPublisher/config_de.properties,1,1
swiest,core/src/main/resources/hudson/model/AbstractBuild/changes_de.properties,1,1
swiest,core/src/main/resources/hudson/model/AbstractProject/changes_de.properties,1,1
swiest,core/src/main/resources/hudson/model/ComputerSet/sidepanel_de.properties,1,1
swiest,core/src/main/resources/hudson/model/Hudson/newView_de.properties,1,1
swiest,core/src/main/resources/hudson/model/Run/delete_de.properties,1,1
swiest,core/src/main/resources/hudson/model/TaskAction/log_de.properties,1,1
swiest,core/src/main/resources/hudson/model/UpdateCenter/ConnectionCheckJob/row_de.properties,1,1
swiest,core/src/main/resources/hudson/model/UpdateCenter/sidepanel_de.properties,1,1
swiest,core/src/main/resources/hudson/model/View/builds_de.properties,1,1
swiest,core/src/main/resources/hudson/model/View/index_de.properties,1,2
swiest,core/src/main/resources/hudson/scm/AbstractScmTagAction/inProgress_de.properties,1,1
swiest,core/src/main/resources/hudson/scm/CVSChangeLogSet/digest_de.properties,1,1
swiest,core/src/main/resources/hudson/scm/CVSChangeLogSet/index_de.properties,1,1
swiest,core/src/main/resources/hudson/scm/SubversionChangeLogSet/digest_de.properties,1,1
swiest,core/src/main/resources/hudson/security/HudsonPrivateSecurityRealm/addUser_de.properties,1,1
swiest,core/src/main/resources/hudson/security/HudsonPrivateSecurityRealm/config_de.properties,1,1
swiest,core/src/main/resources/hudson/security/HudsonPrivateSecurityRealm/loginLink_de.properties,1,2
swiest,core/src/main/resources/hudson/security/HudsonPrivateSecurityRealm/signup_de.properties,1,1
swiest,core/src/main/resources/hudson/security/SecurityRealm/loginLink_de.properties,1,1
swiest,core/src/main/resources/hudson/slaves/CommandLauncher/config_de.properties,1,1
swiest,core/src/main/resources/hudson/tasks/test/AbstractTestResultAction/summary_de.properties,1,1
swiest,core/src/main/resources/hudson/triggers/SCMTrigger/config_de.properties,1,1
swiest,core/src/main/resources/hudson/triggers/TimerTrigger/config_de.properties,1,1
swiest,core/src/main/resources/hudson/util/HudsonFailedToLoad/index_de.properties,1,1
swiest,core/src/main/resources/lib/form/advanced_de.properties,1,1
swiest,core/src/main/resources/lib/form/repeatableDeleteButton_de.properties,1,1
swiest,core/src/main/resources/lib/form/repeatable_de.properties,1,1
swiest,core/src/main/resources/lib/hudson/buildListTable_de.properties,1,1
swiest,core/src/main/resources/lib/hudson/buildProgressBar_de.properties,1,1
swiest,core/src/main/resources/lib/hudson/node_de.properties,1,1
swiest,core/src/main/resources/lib/hudson/project/build-permalink_de.properties,1,1
swiest,core/src/main/resources/lib/hudson/project/config-buildWrappers_de.properties,1,1
swiest,core/src/main/resources/lib/hudson/project/config-publishers_de.properties,1,1
swiest,core/src/main/resources/lib/hudson/project/config-scm_de.properties,1,1
swiest,core/src/main/resources/lib/hudson/project/config-trigger_de.properties,1,1
swiest,core/src/main/resources/lib/hudson/rssBar-with-iconSize_de.properties,1,1
vojtechhabarta,core/src/main/java/hudson/scm/SubversionTagAction.java,1,1
vsizikov,core/src/main/resources/hudson/atom.jelly,1,1
xlv,core/src/main/java/hudson/util/VersionNumber.java,1,1
ajpurkiss,war/resources/help/parameter/string.html,0,1
bagrehc,core/src/main/resources/hudson/widgets/Messages_pt_BR.properties,0,1
bagrehc,core/src/main/resources/lib/hudson/buildListTable_pt_BR.properties,0,1
basil3whitehouse,debian/control,0,1
basil3whitehouse,debian/hudson.init,0,1
bruyeron,core/src/main/java/hudson/scm/SubversionChangeLogBuilder.java,0,1
bwestrich,core/src/main/java/hudson/model/AbstractProject.java,0,1
bwestrich,core/src/main/java/hudson/tasks/ArtifactArchiver.java,0,1
bwestrich,core/src/main/java/hudson/tasks/BuildTrigger.java,0,1
cactusman,core/src/main/java/hudson/Util.java,0,2
cactusman,core/src/main/java/hudson/matrix/MatrixProject.java,0,1
cactusman,core/src/main/java/hudson/maven/MavenModule.java,0,1
cactusman,core/src/main/java/hudson/maven/MavenModuleSet.java,0,1
cactusman,core/src/main/java/hudson/maven/RedeployPublisher.java,0,1
cactusman,core/src/main/java/hudson/model/AbstractProject.java,0,1
cactusman,core/src/main/java/hudson/model/ExternalJob.java,0,1
cactusman,core/src/main/java/hudson/model/FreeStyleProject.java,0,1
cactusman,core/src/main/java/hudson/tasks/junit/ClassResult.java,0,1
cactusman,core/src/main/java/hudson/tasks/junit/PackageResult.java,0,1
cactusman,core/src/main/java/hudson/tasks/junit/TestResult.java,0,1
cactusman,core/src/main/java/hudson/triggers/SCMTrigger.java,0,1
cactusman,core/src/main/resources/hudson/Messages_ja.properties,0,2
cactusman,core/src/main/resources/hudson/maven/MavenModuleSet/modules.jelly,0,1
cactusman,core/src/main/resources/hudson/maven/RedeployPublisher/config.jelly,0,1
cactusman,core/src/main/resources/hudson/maven/reporters/SurefireAggregatedReport/index.jelly,0,1
cactusman,core/src/main/resources/hudson/model/AbstractBuild/index.jelly,0,2
cactusman,core/src/main/resources/hudson/model/AbstractItem/configure-common.jelly,0,2
cactusman,core/src/main/resources/hudson/model/AbstractItem/delete.jelly,0,1
cactusman,core/src/main/resources/hudson/model/AbstractItem/noWorkspace.jelly,0,1
cactusman,core/src/main/resources/hudson/model/AbstractProject/changes.jelly,0,1
cactusman,core/src/main/resources/hudson/model/AbstractProject/main.jelly,0,2
cactusman,core/src/main/resources/hudson/model/AbstractProject/sidepanel.jelly,0,3
cactusman,core/src/main/resources/hudson/model/Computer/sidepanel.jelly,0,1
cactusman,core/src/main/resources/hudson/model/ComputerSet/sidepanel.jelly,0,1
cactusman,core/src/main/resources/hudson/model/DirectoryBrowserSupport/dir.jelly,0,2
cactusman,core/src/main/resources/hudson/model/Hudson/log.jelly,0,1
cactusman,core/src/main/resources/hudson/model/Hudson/manage.jelly,0,3
cactusman,core/src/main/resources/hudson/model/Hudson/newView.jelly,0,1
cactusman,core/src/main/resources/hudson/model/Hudson/projectRelationship.jelly,0,1
cactusman,core/src/main/resources/hudson/model/Hudson/systemInfo.jelly,0,1
cactusman,core/src/main/resources/hudson/model/Job/configure.jelly,0,1
cactusman,core/src/main/resources/hudson/model/Job/index.jelly,0,1
cactusman,core/src/main/resources/hudson/model/ListView/configure.jelly,0,1
cactusman,core/src/main/resources/hudson/model/ListView/delete.jelly,0,1
cactusman,core/src/main/resources/hudson/model/ListView/sidepanel2.jelly,0,1
cactusman,core/src/main/resources/hudson/model/Run/confirmDelete.jelly,0,1
cactusman,core/src/main/resources/hudson/model/Slave/ComputerImpl/sidepanel.jelly,0,1
cactusman,core/src/main/resources/hudson/model/User/builds.jelly,0,1
cactusman,core/src/main/resources/hudson/model/User/configure.jelly,0,1
cactusman,core/src/main/resources/hudson/model/User/sidepanel.jelly,0,1
cactusman,core/src/main/resources/hudson/model/View/People/index.jelly,0,1
cactusman,core/src/main/resources/hudson/model/View/builds.jelly,0,1
cactusman,core/src/main/resources/hudson/model/View/newJob.jelly,0,1
cactusman,core/src/main/resources/hudson/model/View/sidepanel.jelly,0,1
cactusman,core/src/main/resources/hudson/scm/CVSChangeLogSet/digest.jelly,0,1
cactusman,core/src/main/resources/hudson/scm/CVSChangeLogSet/index.jelly,0,1
cactusman,core/src/main/resources/hudson/scm/SCM/project-changes.jelly,0,1
cactusman,core/src/main/resources/hudson/scm/SubversionChangeLogSet/digest.jelly,0,1
cactusman,core/src/main/resources/hudson/scm/SubversionChangeLogSet/index.jelly,0,1
cactusman,core/src/main/resources/hudson/scm/SubversionSCM/config.jelly,0,2
cactusman,core/src/main/resources/hudson/tasks/BuildTrigger/config.jelly,0,1
cactusman,core/src/main/resources/hudson/tasks/Fingerprinter/FingerprintAction/index.jelly,0,1
cactusman,core/src/main/resources/hudson/tasks/junit/ClassResult/body.jelly,0,1
cactusman,core/src/main/resources/hudson/tasks/junit/MetaTabulatedResult/body.jelly,0,1
cactusman,core/src/main/resources/hudson/tasks/test/AbstractTestResultAction/summary.jelly,0,2
cactusman,core/src/main/resources/hudson/tasks/test/TestResultProjectAction/floatingBox.jelly,0,1
cactusman,core/src/main/resources/hudson/widgets/HistoryWidget/index.jelly,0,1
cactusman,core/src/main/resources/lib/hudson/executors.jelly,0,1
cactusman,core/src/main/resources/lib/hudson/project/config-quietPeriod.jelly,0,1
cactusman,core/src/main/resources/lib/hudson/projectView.jelly,0,1
cactusman,core/src/main/resources/lib/hudson/queue_ja.properties,0,1
cactusman,core/src/main/resources/lib/hudson/scriptConsole.jelly,0,1
cactusman,core/src/main/resources/lib/test/bar.jelly,0,1
david_calavera,core/src/main/java/hudson/security/HudsonPrivateSecurityRealm.java,0,1
drulli,core/src/main/resources/hudson/model/AbstractBuild/index_de.properties,0,1
drulli,core/src/main/resources/hudson/model/Run/delete.jelly,0,1
dwdyer,core/pom.xml,0,1
dwdyer,core/src/main/java/hudson/model/AbstractItem.java,0,1
dwdyer,core/src/main/resources/hudson/model/Hudson/sidepanel2.jelly,0,3
dwdyer,core/src/main/resources/hudson/model/View/sidepanel.jelly,0,3
dwdyer,core/src/main/resources/hudson/tasks/Mailer/UserProperty/config.jelly,0,1
dwdyer,core/src/main/resources/hudson/tasks/test/AbstractTestResultAction/summary.jelly,0,1
dwdyer,jnlp-agent/pom.xml,0,1
dwdyer,remoting/pom.xml,0,1
dwdyer,war/resources/help/ant/ant-properties.html,0,1
dwdyer,war/resources/help/ant/ant-targets.html,0,1
dwdyer,war/resources/help/matrix/axes.html,0,1
dwdyer,war/resources/help/matrix/axis-value.html,0,1
dwdyer,war/resources/help/matrix/jdk.html,0,1
dwdyer,war/resources/help/matrix/label.html,0,1
dwdyer,war/resources/help/maven/aggregator.html,0,1
dwdyer,war/resources/help/maven/module-goals.html,0,1
dwdyer,war/resources/help/maven/root-pom.html,0,1
dwdyer,war/resources/help/project-config/archive-artifact.html,0,1
dwdyer,war/resources/help/project-config/batch.html,0,1
dwdyer,war/resources/help/project-config/description.html,0,1
dwdyer,war/resources/help/project-config/disable.html,0,1
dwdyer,war/resources/help/project-config/downstream.html,0,1
dwdyer,war/resources/help/project-config/fingerprint.html,0,1
dwdyer,war/resources/help/project-config/log-rotation.html,0,1
dwdyer,war/resources/help/project-config/maven.html,0,1
dwdyer,war/resources/help/project-config/quietPeriod.html,0,1
dwdyer,war/resources/help/project-config/shell.html,0,1
dwdyer,war/resources/help/project-config/slave.html,0,1
dwdyer,war/resources/help/project-config/timer-format.html,0,1
dwdyer,war/resources/help/project-config/timer.html,0,1
dwdyer,war/resources/help/project-config/triggerRemotely.html,0,1
dwdyer,war/resources/help/project-config/upstream.html,0,1
dwdyer,war/resources/help/scm-browsers/fisheye-svn/root-module.html,0,1
dwdyer,war/resources/help/scm-browsers/viewcvs/url.html,0,1
dwdyer,war/resources/help/scm-browsers/viewsvn/url.html,0,1
dwdyer,war/resources/help/subversion/local.html,0,1
dwdyer,war/resources/help/subversion/pass-phrase.html,0,1
dwdyer,war/resources/help/system-config/cvs-browser.html,0,1
dwdyer,war/resources/help/system-config/enableSecurity.html,0,1
dwdyer,war/resources/help/system-config/homeDirectory.html,0,1
dwdyer,war/resources/help/system-config/master-slave/clock.html,0,1
dwdyer,war/resources/help/system-config/master-slave/command.html,0,1
dwdyer,war/resources/help/system-config/master-slave/description.html,0,1
dwdyer,war/resources/help/system-config/master-slave/label.html,0,1
dwdyer,war/resources/help/system-config/master-slave/name.html,0,1
dwdyer,war/resources/help/system-config/master-slave/numExecutors.html,0,1
dwdyer,war/resources/help/system-config/master-slave/remoteFS.html,0,1
dwdyer,war/resources/help/system-config/master-slave/usage.html,0,1
dwdyer,war/resources/help/system-config/numExecutors.html,0,1
dwdyer,war/resources/help/system-config/quietPeriod.html,0,1
dwdyer,war/resources/help/system-config/systemMessage.html,0,1
dwdyer,war/resources/help/tasks/artifactArchiver/excludes.html,0,1
dwdyer,war/resources/help/tasks/fingerprint/keepDependencies.html,0,1
dwdyer,war/resources/help/tasks/junit/report.html,0,1
dwdyer,war/resources/help/tasks/mailer/default-suffix.html,0,1
dwdyer,war/resources/help/tasks/mailer/sendToindividuals.html,0,1
dwdyer,war/resources/help/tasks/mailer/smtp-server.html,0,1
dwdyer,war/resources/help/tasks/mailer/url.html,0,1
dwdyer,war/resources/help/user/description.html,0,1
dwdyer,war/resources/help/user/fullName.html,0,1
dwdyer,war/resources/help/view-config/description.html,0,1
elefevre,core/src/main/java/hudson/FilePath.java,0,1
elefevre,core/src/main/resources/hudson/maven/MavenModuleSet/index.jelly,0,1
elefevre,core/src/main/resources/hudson/maven/reporters/MavenAbstractArtifactRecord/badge.jelly,0,1
elefevre,core/src/main/resources/hudson/maven/reporters/MavenAbstractArtifactRecord/index.jelly,0,1
elefevre,core/src/main/resources/hudson/model/AbstractItem/configure-common.jelly,0,1
elefevre,core/src/main/resources/hudson/model/AbstractModelObject/descriptionForm.jelly,0,1
elefevre,core/src/main/resources/hudson/model/AbstractModelObject/editDescription.jelly,0,1
elefevre,core/src/main/resources/hudson/model/AbstractModelObject/error.jelly,0,1
elefevre,core/src/main/resources/hudson/model/AbstractProject/changes.jelly,0,1
elefevre,core/src/main/resources/hudson/model/AgentSlave/config.jelly,0,1
elefevre,core/src/main/resources/hudson/model/BuildAuthorizationToken/config.jelly,0,1
elefevre,core/src/main/resources/hudson/model/Computer/_script.jelly,0,1
elefevre,core/src/main/resources/hudson/node_monitors/Messages.properties,0,1
elefevre,core/src/main/resources/hudson/scm/SubversionSCM/config.properties,0,1
elefevre,core/src/main/resources/hudson/security/Messages.properties,0,1
elefevre,core/src/main/resources/hudson/tasks/Fingerprinter/config.properties,0,1
elefevre,core/src/main/resources/hudson/tasks/junit/JUnitResultArchiver/config.properties,0,1
elefevre,core/src/main/resources/lib/hudson/project/upstream-downstream_fr.properties,0,2
elefevre,war/resources/help/_cvs/cvs-rsh.html,0,1
elefevre,war/resources/help/project-config/javadoc-keep-all.html,0,1
elefevre,war/resources/help/security/global-matrix.html,0,1
elefevre,war/resources/help/system-config/master-slave/remoteFS.html,0,1
elefevre,war/resources/help/update-center/proxy-server.html,0,1
frizbog,core/src/main/resources/hudson/model/Hudson/loginError.jelly,0,1
frizbog,core/src/main/resources/hudson/security/SecurityRealm/loginLink.jelly,0,1
frizbog,core/src/main/resources/lib/hudson/actions.jelly,0,1
huybrechts,core/src/main/java/hudson/model/Run.java,0,1
huybrechts,core/src/main/resources/lib/hudson/queue.jelly,0,1
hwellmann,core/src/main/resources/hudson/PluginManager/advanced.jelly,0,1
hwellmann,core/src/main/resources/hudson/PluginManager/index.jelly,0,1
hwellmann,core/src/main/resources/hudson/PluginManager/index_tr.properties,0,1
